       ¦NTAP       %  ¦NTAP       %  ¦Srv        %  ¦ SUM¦
       ¦OUT      |Path¦IN       |Path¦IN&O     |Path¦Totl¦
Stor IP¦  21|  22|Used¦  21|  22|Used¦  21|  22|Used¦Used¦
 53.80 ¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.81 ¦   2|   1| 100|   0|   3| 100|   0|   3| 100| 100|
 53.82 ¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.83 ¦   2|   2|  37|   2|   1|  62|   2|   1| 100|  66|
 53.84 ¦   3|   0| 100|   1|   2| 100|   1|   2| 100| 100|
 53.85 ¦   2|   1| 100|   0|   3| 100|   0|   3| 100| 100|
 53.86 ¦   1|   1|  50|   3|   0|  75|   3|   0| 100|  75|
 53.87 ¦   2|   1|  75|   2|   1|  75|   2|   1| 100|  83|
 53.88 ¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.89 ¦   3|   3|  37|   0|   3|  62|   0|   3| 100|  66|
 53.90 ¦   1|   1|  50|   3|   0|  75|   3|   0| 100|  75|
 53.91 ¦   3|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.92 ¦   1|   0|  75|   1|   2|  75|   1|   2| 100|  83|
 53.93 ¦   3|   2|  75|   0|   3|  75|   0|   3| 100|  83|
 53.94 ¦   2|   1| 100|   3|   0| 100|   3|   0| 100| 100|
 53.95 ¦   1|   3|  75|   2|   1|  75|   2|   1| 100|  83|
 53.96 ¦   3|   3|  50|   1|   2|  75|   1|   2| 100|  75|
 53.97 ¦   0|   0|  37|   0|   3|  62|   0|   3| 100|  66|
 53.98 ¦   2|   1| 100|   3|   0| 100|   3|   0| 100| 100|
 53.99 ¦   1|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.100¦   2|   3|  75|   1|   2|  75|   1|   2| 100|  83|
 53.101¦   3|   2|  75|   0|   3|  75|   0|   3| 100|  83|
 53.102¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.103¦   2|   1|  75|   2|   1|  75|   2|   1| 100|  83|
 53.104¦   1|   1|  37|   1|   2|  62|   1|   2| 100|  66|
 53.105¦   2|   1| 100|   0|   3| 100|   0|   3| 100| 100|
 53.106¦   3|   3|  37|   3|   0|  62|   3|   0| 100|  66|
 53.107¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.108¦   2|   0|  75|   1|   2|  75|   1|   2| 100|  83|
 53.109¦   0|   0|  37|   0|   3|  62|   0|   3| 100|  66|
 53.110¦   0|   0|  37|   3|   0|  62|   3|   0| 100|  66|
 53.111¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.112¦   0|   0|  50|   1|   2|  75|   1|   2| 100|  75|
 53.113¦   2|   2|  50|   0|   3|  75|   0|   3| 100|  75|
 53.114¦   0|   0|  37|   3|   0|  62|   3|   0| 100|  66|
 53.115¦   2|   2|  37|   2|   1|  62|   2|   1| 100|  66|
 53.116¦   2|   1|  75|   1|   2|  75|   1|   2| 100|  83|
 53.117¦   2|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.118¦   1|   2| 100|   3|   0| 100|   3|   0| 100| 100|
 53.119¦   1|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.120¦   0|   0|  50|   1|   2|  75|   1|   2| 100|  75|
 53.121¦   1|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.122¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.123¦   1|   3|  75|   2|   1|  75|   2|   1| 100|  83|
 53.124¦   0|   0|  50|   1|   2|  75|   1|   2| 100|  75|
 53.125¦   0|   1|  75|   0|   3|  75|   0|   3| 100|  83|
 53.126¦   3|   3|  37|   3|   0|  62|   3|   0| 100|  66|
 53.127¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.128¦   2|   1|  75|   1|   2|  75|   1|   2| 100|  83|
 53.129¦   0|   2|  75|   0|   3|  75|   0|   3| 100|  83|
 53.130¦   1|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.131¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.132¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.133¦   3|   1|  75|   0|   3|  75|   0|   3| 100|  83|
 53.134¦   0|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.135¦   1|   0|  75|   2|   1|  75|   2|   1| 100|  83|
 53.136¦   1|   0|  75|   1|   2|  75|   1|   2| 100|  83|
 53.137¦   3|   2|  75|   0|   3|  75|   0|   3| 100|  83|
 53.138¦   0|   1|  75|   3|   0|  75|   3|   0| 100|  83|
 53.139¦   0|   3| 100|   2|   1| 100|   2|   1| 100| 100|
 53.140¦   3|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.141¦   1|   0|  75|   0|   3|  75|   0|   3| 100|  83|
 53.142¦   1|   1|  50|   3|   0|  75|   3|   0| 100|  75|
 53.143¦   3|   3|  50|   2|   1|  75|   2|   1| 100|  75|
 53.144¦   2|   3|  75|   1|   2|  75|   1|   2| 100|  83|
 53.145¦   0|   0|  37|   0|   3|  62|   0|   3| 100|  66|
 53.146¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.147¦   2|   0|  75|   2|   1|  75|   2|   1| 100|  83|
 53.148¦   0|   3| 100|   1|   2| 100|   1|   2| 100| 100|
 53.149¦   0|   0|  37|   0|   3|  62|   0|   3| 100|  66|
 53.150¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.151¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.152¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.153¦   1|   1|  50|   0|   3|  75|   0|   3| 100|  75|
 53.154¦   1|   1|  50|   3|   0|  75|   3|   0| 100|  75|
 53.155¦   1|   3|  75|   2|   1|  75|   2|   1| 100|  83|
 53.156¦   2|   1|  75|   1|   2|  75|   1|   2| 100|  83|
 53.157¦   2|   1| 100|   0|   3| 100|   0|   3| 100| 100|
 53.158¦   0|   1|  75|   3|   0|  75|   3|   0| 100|  83|
 53.159¦   2|   0|  75|   2|   1|  75|   2|   1| 100|  83|
 53.160¦   0|   1|  75|   1|   2|  75|   1|   2| 100|  83|
 53.161¦   3|   0|  75|   0|   3|  75|   0|   3| 100|  83|
 53.162¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.163¦   0|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.164¦   1|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.165¦   0|   0|  37|   0|   3|  62|   0|   3| 100|  66|
 53.166¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.167¦   1|   0|  75|   2|   1|  75|   2|   1| 100|  83|
 53.168¦   1|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.169¦   3|   3|  37|   0|   3|  62|   0|   3| 100|  66|
 53.170¦   0|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.171¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.172¦   3|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.173¦   3|   0|  75|   0|   3|  75|   0|   3| 100|  83|
 53.174¦   0|   1|  75|   3|   0|  75|   3|   0| 100|  83|
 53.175¦   3|   1|  75|   2|   1|  75|   2|   1| 100|  83|
 53.176¦   3|   1|  75|   1|   2|  75|   1|   2| 100|  83|
 53.177¦   1|   0|  75|   0|   3|  75|   0|   3| 100|  83|
 53.178¦   2|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.179¦   2|   3|  75|   2|   1|  75|   2|   1| 100|  83|
 53.180¦   1|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.181¦   3|   1|  75|   0|   3|  75|   0|   3| 100|  83|
 53.182¦   2|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.183¦   3|   3|  50|   2|   1|  75|   2|   1| 100|  75|
 53.184¦   1|   3|  75|   1|   2|  75|   1|   2| 100|  83|
 53.185¦   1|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.186¦   1|   2| 100|   3|   0| 100|   3|   0| 100| 100|
 53.187¦   3|   0| 100|   2|   1| 100|   2|   1| 100| 100|
 53.188¦   3|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.189¦   0|   2|  75|   0|   3|  75|   0|   3| 100|  83|
 53.190¦   2|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.191¦   3|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.192¦   1|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.193¦   0|   2|  75|   0|   3|  75|   0|   3| 100|  83|
 53.194¦   1|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.195¦   2|   1|  75|   2|   1|  75|   2|   1| 100|  83|
 53.196¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.197¦   2|   2|  50|   0|   3|  75|   0|   3| 100|  75|
 53.198¦   3|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.199¦   0|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.200¦   2|   0|  75|   1|   2|  75|   1|   2| 100|  83|
 53.201¦   1|   1|  50|   0|   3|  75|   0|   3| 100|  75|
 53.202¦   3|   1|  75|   3|   0|  75|   3|   0| 100|  83|
 53.203¦   2|   3|  75|   2|   1|  75|   2|   1| 100|  83|
 53.204¦   3|   0| 100|   1|   2| 100|   1|   2| 100| 100|
 53.205¦   1|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.206¦   1|   3|  75|   3|   0|  75|   3|   0| 100|  83|
 53.207¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.208¦   0|   0|  50|   1|   2|  75|   1|   2| 100|  75|
 53.209¦   2|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.210¦   2|   2|  50|   3|   0|  75|   3|   0| 100|  75|
 53.211¦   0|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.212¦   3|   1|  75|   1|   2|  75|   1|   2| 100|  83|
 53.213¦   1|   2| 100|   0|   3| 100|   0|   3| 100| 100|
 53.214¦   2|   1| 100|   3|   0| 100|   3|   0| 100| 100|
 53.215¦   0|   1|  75|   2|   1|  75|   2|   1| 100|  83|
 53.216¦   0|   0|  50|   1|   2|  75|   1|   2| 100|  75|
 53.217¦   1|   0|  75|   0|   3|  75|   0|   3| 100|  83|
 53.218¦   1|   1|  50|   3|   0|  75|   3|   0| 100|  75|
 53.219¦   3|   0| 100|   2|   1| 100|   2|   1| 100| 100|
 53.220¦   0|   0|  50|   1|   2|  75|   1|   2| 100|  75|
 53.221¦   1|   2| 100|   0|   3| 100|   0|   3| 100| 100|
 53.222¦   2|   0|  75|   3|   0|  75|   3|   0| 100|  83|
 53.223¦   0|   0|  50|   2|   1|  75|   2|   1| 100|  75|
 53.224¦   2|   3|  75|   1|   2|  75|   1|   2| 100|  83|
 53.225¦   1|   0|  75|   0|   3|  75|   0|   3| 100|  83|
 53.226¦   2|   2|  50|   3|   0|  75|   3|   0| 100|  75|
 53.227¦   1|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.228¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.229¦   1|   1|  50|   0|   3|  75|   0|   3| 100|  75|
 53.230¦   3|   3|  37|   3|   0|  62|   3|   0| 100|  66|
 53.231¦   3|   2|  75|   2|   1|  75|   2|   1| 100|  83|
 53.232¦   0|   3| 100|   1|   2| 100|   1|   2| 100| 100|
 53.233¦   1|   2| 100|   0|   3| 100|   0|   3| 100| 100|
 53.234¦   0|   2|  75|   3|   0|  75|   3|   0| 100|  83|
 53.235¦   3|   3|  50|   2|   1|  75|   2|   1| 100|  75|
 53.236¦   0|   3| 100|   1|   2| 100|   1|   2| 100| 100|
 53.237¦   3|   1|  75|   0|   3|  75|   0|   3| 100|  83|
 53.238¦   0|   0|  37|   3|   0|  62|   3|   0| 100|  66|
 53.239¦   3|   0| 100|   2|   1| 100|   2|   1| 100| 100|
 53.240¦   2|   2|  37|   1|   2|  62|   1|   2| 100|  66|
 53.241¦   1|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.242¦   0|   1|  75|   3|   0|  75|   3|   0| 100|  83|
 53.243¦   1|   0|  75|   2|   1|  75|   2|   1| 100|  83|
 53.244¦   1|   1|  37|   1|   2|  62|   1|   2| 100|  66|
 53.245¦   2|   3|  75|   0|   3|  75|   0|   3| 100|  83|
 53.246¦   0|   0|  37|   3|   0|  62|   3|   0| 100|  66|
 53.247¦   1|   3|  75|   2|   1|  75|   2|   1| 100|  83|
 53.248¦   0|   2|  75|   1|   2|  75|   1|   2| 100|  83|
 53.249¦   3|   3|  37|   0|   3|  62|   0|   3| 100|  66|
 53.250¦   1|   3|  75|   3|   0|  75|   3|   0| 100|  83|
                                                          
...Program finished with exit code 0                      
Press ENTER to exit console.            
